,resturant_id,resturant,resturant_rating,cuisine,resturant_review_count,phone,address
0,franks-sinatras-birthplace-hoboken,Franks Sinatra’s Birthplace,3.0,['Landmarks & Historical Buildings'],2,,"415 Monroe St Hoboken, NJ 07030"
0,bex-waffles-new-york,Bex Waffles,5.0,"['Food Trucks', 'Waffles']",5,(631) 488-0884,
0,washington-park-union-city,Washington Park,3.5,['Parks'],9,,"2ND St Union City, NJ 07087"
0,blureef-aquarium-brooklyn-3,Blureef Aquarium,4.5,"['Aquariums', 'Aquarium Services']",9,(929) 277-8188,"2198 Flatbush Ave Brooklyn, NY 11234"
0,empanada-papa-staten-island,Empanada Papa,4.5,"['Empanadas', 'Latin American', 'Food Stands']",9,(646) 919-5170,
0,bona-pizza-hoboken,Bona Pizza,2.0,['Pizza'],5,(201) 706-8333,"207 Washington St Hoboken, NJ 07030"
0,e-and-s-original-steak-n-take-newark,E & S Original Steak-N-Take,3.5,"['Food Trucks', 'Cheesesteaks', 'Sandwiches']",18,(973) 941-1100,"109 Mulberry St Newark, NJ 07102"
0,washington-park-dog-run-union-city,Washington Park Dog Run,4.0,['Dog Parks'],4,,"Paterson Plank Rd & Palisade Ave Union City, NJ 07087"
0,sassos-deli-and-liqour-hoboken-2,Sassos Deli & Liqour,2.5,"['Delis', 'Beer, Wine & Spirits']",2,(201) 217-9562,"1038 Garden St Hoboken, NJ 07030"
0,atomic-wings-hoboken-2,Atomic Wings,1.5,"['American (Traditional)', 'Chicken Wings']",3,(201) 683-9431,"618 Washington St Hoboken, NJ 07030"
0,peddler-new-york-4,Peddler,5.0,"['Coffee & Tea', 'Food Trucks']",4,(646) 465-2225,"23RD St And 5th Ave New York, NY 10010"
0,sbarro-hoboken,Sbarro,2.0,"['Italian', 'Pizza']",4,(201) 216-0888,"One Hudson Pl Hoboken, NJ 07030"
0,hoboken-lepre-con-hoboken,Hoboken Lepre-Con,2.5,['Local Flavor'],2,,
0,when-in-rome-hoboken,When In Rome,3.5,"['Pizza', 'Italian']",2,(201) 850-1035,"1119 Jefferson St Hoboken, NJ 07030"
0,park-and-eleventh-deli-hoboken,Park & Eleventh Deli,4.0,['Delis'],1,(201) 344-8523,"249 11th St Hoboken, NJ 07030"
0,maxwell-place-park-playground-hoboken,Maxwell Place Park Playground,3.0,"['Parks', 'Playgrounds']",1,,"10 Sinatra Dr N Hoboken, NJ 07030"
0,mama-johnson-soccer-field-hoboken,Mama Johnson Soccer Field,3.0,"['Parks', 'Soccer']",1,,"4th & Jackson St Hoboken, NJ 07030"
0,santa-fe-dog-express-hoboken,Santa Fe Dog Express,3.0,['Restaurants'],1,(201) 239-9200,"62 Newark St Hoboken, NJ 07030"
0,caffe-bene-hoboken-2,Caffe Bene,3.0,"['Desserts', 'Coffee & Tea']",1,(201) 683-4457,"79 Hudson St Hoboken, NJ 07030"
0,lexylicious-point-pleasant-beach-2,Lexylicious,4.5,"['Food Trucks', 'Desserts', 'Ice Cream & Frozen Yogurt']",22,(732) 451-2660,"512 Bay Ave Point Pleasant Beach, NJ 08742"
0,cool-beans-hoboken,Cool Beans,3.0,['Coffee & Tea'],1,,"Sinatra Dr Hoboken, NJ 07030"
0,elysian-park-dog-run-hoboken,Elysian Park Dog Run,3.0,['Dog Parks'],1,,"1000 Hudson St Hoboken, NJ 07030"
0,taqueria-marin-jersey-city,Taqueria Marin,3.5,['Mexican'],3,(201) 656-7266,"565 Palisade Ave Jersey City, NJ 07307"
0,burger-warrior-new-york-3,Burger Warrior,3.0,"['Food Trucks', 'Burgers']",12,(646) 286-9949,
0,elysian-fields-marker-hoboken,Elysian Fields Marker,3.0,"['Landmarks & Historical Buildings', 'Local Flavor']",1,,"Washington St Hoboken, NJ 07030"
0,calle-6-deli-hoboken-3,Calle 6 Deli,1.0,['Delis'],1,(201) 710-5385,"539 Park Ave Hoboken, NJ 07030"
0,pico-taco-hoboken-2,Pico Taco,5.0,['Tacos'],2,(201) 683-5847,"70 Hudson St Hoboken, NJ 07030"
0,the-cake-pound-hoboken-2,The Cake Pound,5.0,['Bakeries'],1,(201) 898-2255,
0,thai-mis-delicias-truck-1-ny,Thai Mis Delicias - Truck 1,3.0,"['Food Trucks', 'Noodles']",7,(347) 754-1201,"18th St & 5th Ave NY, NY 10011"
0,mamma-marcis-hoboken,Mamma Marci’s,4.0,['Food Stands'],1,(732) 310-1133,
0,el-cuatro-bar-hoboken,El Cuatro Bar,3.0,['Bars'],2,(201) 659-9509,"87 Jefferson StApt 1 Hoboken, NJ 07030"
0,piccininni-salumaria-hoboken,Piccininni Salumaria,2.0,['Delis'],1,(201) 963-8099,"539 Park Ave Hoboken, NJ 07030"
0,texas-b-b-q-hoboken,Texas B.B.Q.,2.0,['Barbeque'],1,(201) 222-6969,"38 Hudson Pl Hoboken, NJ 07030"
0,laceycakes-new-york,Laceycakes,4.5,"['Cupcakes', 'Bakeries', 'Custom Cakes']",15,(917) 768-2163,
0,gray-fox-guiding-company-brooklyn,Gray Fox Guiding Company,5.0,"['Hiking', 'Walking Tours']",2,(516) 659-2638,"2022 Beverley Rd Brooklyn, NY 11226"
0,gelato-summer-popup-hoboken-3,Gelato Summer Popup,5.0,"['Desserts', 'Ice Cream & Frozen Yogurt', 'Food Stands']",1,(347) 891-2586,
0,bukhari-grill-hoboken,Bukhari Grill,1.0,['Indian'],1,(201) 969-3360,"98 Willow Ave Hoboken, NJ 07030"
0,the-bowl-new-york,The Bowl,5.0,"['Japanese', 'Food Trucks']",1,(646) 379-7641,"345 Houston St New York, NY 10014"
0,sisig-city-staten-island,Sisig City,4.0,"['Filipino', 'Food Trucks', 'Caterers']",4,(646) 346-4268,"556 Tompkins Ave Staten Island, NY 10305"
0,eco-hoboken-hoboken,Eco Hoboken,3.0,['American (New)'],1,(201) 706-8224,"249 11th St Hoboken, NJ 07030"
0,tastes-of-brooklyn-brooklyn,Tastes of Brooklyn,5.0,"['Food Tours', 'Festivals', 'Local Flavor']",1,(917) 697-3745,"153 Warren St Brooklyn, NY 11201"
0,subway-hoboken-4,Subway,1.0,"['Sandwiches', 'Fast Food']",2,(201) 942-9888,"5 Marine View Plz Hoboken, NJ 07030"
0,grillshack-port-washington-2,GrillShack,5.0,"['Food Trucks', 'Burgers', 'Party & Event Planning']",2,(516) 220-4873,
0,the-l-i-s-a-project-nyc-new-york-2,The L.I.S.A. Project NYC,3.5,"['Community Service/Non-Profit', 'Public Art']",3,(212) 253-0190,"151 E 3rd St New York, NY 10009"
0,cubano-xpress-belleville,Cubano Xpress,3.5,"['Food Trucks', 'Cuban', 'Caterers']",6,(551) 220-5185,
0,caffe-bon-greenwich-3,Caffe Bon,5.0,"['Food Trucks', 'Coffee & Tea']",2,(203) 536-0524,
0,official-central-park-horse-and-carriage-rides-new-york,Official Central Park Horse & Carriage Rides,4.0,"['Parks', 'Historical Tours']",2,(347) 873-9213,"240 Central Park S New York, NY 10019"
0,whipped-pastry-boutique-brooklyn,Whipped Pastry Boutique,3.5,"['Bakeries', 'Gluten-Free', 'Patisserie/Cake Shop']",3,(718) 858-8088,"37 Richards St Brooklyn, NY 11231"
0,the-famous-river-hot-dog-man-milford,The Famous River Hot Dog Man,3.0,"['Rafting/Kayaking', 'Fast Food']",11,(908) 996-5386,"778 Frenchtown Rd Milford, NJ 08848"
0,try-vegan-millstone-2,Try Vegan,4.0,"['Vegan', 'Juice Bars & Smoothies', 'Food Trucks']",9,(732) 474-6222,
0,cynthias-treats-quogue,Cynthia’s Treats,5.0,"['Cupcakes', 'Bakeries', 'Desserts']",3,(631) 517-0343,
0,the-killing-kompany-comedy-mystery-dinner-shows-new-york,The Killing Kompany Comedy Mystery Dinner Shows,4.0,"['Performing Arts', 'Dinner Theater', 'Event Planning & Services']",7,(212) 772-2590,
0,oasis-tavern-jersey-city,Oasis Tavern,1.0,['Bars'],2,(201) 792-4555,"511 Palisade Ave Jersey City, NJ 07307"
0,halal-food-brooklyn,Halal Food,4.0,"['Food Trucks', 'Halal']",1,,"Graham Ave Brooklyn, NY 11211"
0,hillside-express-halal-food-jamaica,Hillside Express Halal Food,5.0,"['Halal', 'Food Trucks']",1,(718) 554-6955,"168-30 Hillside Ave Jamaica, NY 11432"
